timestamps,eeg_1,eeg_2,eeg_3,eeg_4
1554948014.31813,,,,
1554948014.31815,,,,
1554948014.31817,,,,
1554948014.31818,,,,
1554948014.31820,,,,
1554948014.31821,,,,
1554948014.31823,,,,
1554948014.31825,,,,
1554948014.31826,,,,
1554948014.31828,,,,
1554948014.31828,,,,
1554948014.31829,,,,
1554948014.31830,,,,
1554948014.31831,,,,
1554948014.31833,,,,
1554948014.32043,808.2783813,874.7619019,655.164856,855.8241577
1554948014.32433,817.5457764,386.8132019,377.9487305,778.8644409
1554948014.32822,806.2637329,763.5531006,735.7509155,907.399292
1554948014.33212,789.3406372,1198.315063,982.3442993,1011.75824
1554948014.33597,,,,
1554948014.33602,786.5201416,1085.091553,787.7289429,898.53479
1554948014.33705,,,,
1554948014.33903,,,,
1554948014.33992,789.3406372,691.4285889,482.7106323,782.4908447
1554948014.34382,789.3406372,715.6043701,586.2637329,872.7472534
1554948014.34772,784.1025391,1118.53479,896.5201416,1017.399292
1554948014.35162,796.5933838,911.8314819,691.8314819,946.0805664
1554948014.35536,,,,
1554948014.35552,798.2051392,502.8571472,421.0622559,778.0585938
1554948014.35642,,,,
1554948014.35942,796.9963379,710.366272,644.6886597,831.6483765
1554948014.36331,808.2783813,1074.212402,936.4102783,1014.981689
1554948014.36721,815.934082,1167.692261,958.1685181,1003.699646
1554948014.37111,805.8607788,831.2454224,661.2088013,840.5128174
1554948014.37418,,,,
1554948014.37476,,,,
1554948014.37501,798.6080322,709.9633789,608.8278198,813.5164795
1554948014.37579,,,,
1554948014.37891,811.098877,955.3479614,842.1245117,970.2564087
1554948014.38281,806.666687,1026.263794,880,1008.937744
1554948014.38671,807.0695801,779.6703491,655.9707031,846.9597168
1554948014.39061,801.0256348,562.4908447,519.3773193,766.7765503
1554948014.39415,,,,
1554948014.39450,789.3406372,785.7142944,740.9890137,891.6849976
1554948014.39516,,,,
1554948014.39840,803.4432373,1112.087891,954.5421143,999.267395
1554948014.40230,806.666687,1036.739868,817.5457764,888.4615479
1554948014.40620,791.3552856,813.1135254,634.6153564,762.7472534
1554948014.40933,,,,
1554948014.41010,790.1465454,699.4871826,626.9597168,855.8241577
1554948014.41354,,,,
1554948014.41400,784.5054932,839.3040161,804.6520386,989.1941528
1554948014.41453,,,,
1554948014.41790,791.7582397,1100,923.9194336,923.1135254
1554948014.41930,,,,
1554948014.41930,,,,
1554948014.41946,,,,
1554948014.41949,,,,
1554948014.41950,,,,
1554948014.41952,,,,
1554948014.41954,,,,
1554948014.41955,,,,
1554948014.41957,,,,
1554948014.41958,,,,
1554948014.41960,,,,
1554948014.41962,,,,
1554948014.41963,,,,
1554948014.41964,,,,
1554948014.41965,,,,
1554948014.41965,,,,
1554948014.41966,,,,
1554948014.41968,,,,
1554948014.42180,803.4432373,900.9523926,679.3406372,786.5201416
1554948014.42569,803.4432373,726.8864746,597.1428833,818.3516235
1554948014.42959,812.7106323,1000.073242,858.2417603,977.9121094
1554948014.43293,,,,
1554948014.43349,806.666687,1092.34436,893.699646,987.1795044
1554948014.43391,,,,
1554948014.43739,791.7582397,904.5787354,701.5018311,826.8131714
1554948014.44129,810.6959839,575.7875366,504.4688721,790.5494385
1554948014.44448,,,,
1554948014.44519,828.0219727,665.2380981,683.7728882,931.5750732
1554948014.44909,821.5750732,1172.124512,1017.399292,1002.087891
1554948014.45233,,,,
1554948014.45299,813.5164795,1053.260132,820.7692261,878.3883057
1554948014.45328,,,,
1554948014.45689,798.2051392,774.835144,624.9450684,789.7435913
1554948014.46078,794.9816895,865.4945068,762.3442993,905.3846436
1554948014.46468,801.0256348,1140.695923,963.8095093,1013.772888
1554948014.46858,809.4871826,1033.516479,818.7545776,910.6226807
1554948014.47172,,,,
1554948014.47248,789.7435913,697.8754883,572.967041,773.2234497
1554948014.47265,,,,
1554948014.47638,780.8791504,771.6116943,697.4725342,842.5274658
1554948014.47963,,,,
1554948014.48028,794.5787354,1023.84613,924.7252808,999.6703491
1554948014.48418,787.7289429,1068.974365,921.098877,960.5860596
1554948014.48808,773.2234497,882.4176025,731.7216187,803.0402832
1554948014.49111,,,,
1554948014.49197,769.1941528,797.8021851,705.934082,816.7399292
1554948014.49202,,,,
1554948014.49587,780.8791504,1083.479858,969.4505615,979.9267578
1554948014.49977,805.0549316,1168.498169,992.8204956,1006.520142
1554948014.50367,809.8901367,647.9121094,605.2014771,833.6630249
1554948014.50757,782.8937988,576.9963379,621.7216187,780.0732422
1554948014.51051,,,,
1554948014.51139,,,,
1554948014.51147,778.8644409,974.2857056,934.7985229,948.4981689
1554948014.51477,,,,
1554948014.51537,799.4139404,1193.479858,1042.380981,1037.142822
1554948014.51927,808.6813354,1066.959717,865.0915527,908.6080322
1554948014.52066,,,,
1554948014.52066,,,,
1554948014.52081,,,,
1554948014.52084,,,,
1554948014.52086,,,,
1554948014.52087,,,,
1554948014.52089,,,,
1554948014.52091,,,,
1554948014.52092,,,,
1554948014.52094,,,,
1554948014.52095,,,,
1554948014.52097,,,,
1554948014.52098,,,,
1554948014.52099,,,,
1554948014.52100,,,,
1554948014.52101,,,,
1554948014.52101,,,,
1554948014.52104,,,,
1554948014.52316,805.4578857,739.7802124,618.4981689,801.4285889
1554948014.52706,797.399292,743.8095093,706.7399292,898.131897
1554948014.52990,,,,
1554948014.53076,,,,
1554948014.53096,802.234436,896.5201416,862.2710571,1014.981689
1554948014.53486,812.7106323,873.5531006,788.9377441,922.7106323
1554948014.53876,821.5750732,748.2417603,652.7472534,784.5054932
1554948014.54266,823.5897217,685.7875366,680.1465454,846.5567627
1554948014.54656,820.7692261,1000.073242,967.8388062,993.2234497
1554948014.54929,,,,
1554948014.54992,,,,
1554948014.55014,,,,
1554948014.55046,826.8131714,1103.223389,977.9121094,965.4212646
1554948014.55435,820.366272,779.6703491,683.7728882,797.8021851
1554948014.55825,812.3076782,589.0842285,593.1135254,788.9377441
1554948014.56215,818.3516235,710.7692261,782.8937988,945.2747192
1554948014.56605,811.098877,976.300354,965.4212646,974.2857056
1554948014.56868,,,,
1554948014.56951,,,,
1554948014.56995,793.7728882,887.2527466,813.1135254,832.8571167
1554948014.57385,792.967041,558.8644409,615.6776733,781.2820435
1554948014.57775,800.2197876,747.4359131,832.8571167,909.8168335
1554948014.58165,816.3369751,1065.750977,1031.098877,997.6557007
1554948014.58507,,,,
1554948014.58555,814.3223267,968.2417603,865.0915527,882.8204956
1554948014.58808,,,,
1554948014.58888,,,,
1554948014.58944,819.1575317,520.1831665,521.3919678,772.0146484
1554948014.59334,799.0109863,404.1391907,549.1941528,857.8388062
1554948014.59724,790.5494385,892.8937988,934.3956299,985.9707031
1554948014.60114,809.4871826,910.6226807,864.2857056,921.9047852
1554948014.60504,794.9816895,607.6190186,620.9157715,768.7911987
1554948014.60747,,,,
1554948014.60825,,,,
1554948014.60894,780.8791504,625.3479614,687.8021851,814.3223267
1554948014.61284,792.967041,911.0256348,943.2600708,978.7179565
1554948014.61674,802.234436,1097.582397,1020.219788,964.2124634
1554948014.62022,,,,
1554948014.62063,809.8901367,576.5933838,606.0073242,798.6080322
1554948014.62201,,,,
1554948014.62201,,,,
1554948014.62216,,,,
1554948014.62219,,,,
1554948014.62221,,,,
1554948014.62222,,,,
1554948014.62224,,,,
1554948014.62226,,,,
1554948014.62227,,,,
1554948014.62229,,,,
1554948014.62231,,,,
1554948014.62232,,,,
1554948014.62234,,,,
1554948014.62234,,,,
1554948014.62235,,,,
1554948014.62236,,,,
1554948014.62237,,,,
1554948014.62239,,,,
1554948014.62453,820.7692261,204.6886444,456.117218,770
1554948014.62686,,,,
1554948014.62762,,,,
1554948014.62843,804.6520386,716.8131714,906.9963379,923.1135254
1554948014.63233,796.1904907,1046.410278,1087.509155,987.5823975
1554948014.63623,808.6813354,864.6886597,875.9707031,845.7509155
1554948014.64013,819.9633789,596.7399292,692.234436,775.6410522
1554948014.64403,805.4578857,690.6226807,839.3040161,908.2051392
1554948014.64625,,,,
1554948014.64699,,,,
1554948014.64793,807.8754883,935.6043701,1019.816834,1009.340637
1554948014.65183,823.9926758,840.9157715,898.9377441,906.1904907
1554948014.65536,,,,
1554948014.65572,815.5311279,589.0842285,708.7545776,784.5054932
1554948014.65962,813.9194336,548.3883057,756.300354,865.4945068
1554948014.66352,805.8607788,862.6740112,1019.010986,1010.952393
1554948014.66565,,,,
1554948014.66636,,,,
1554948014.66742,809.0842285,867.9121094,948.4981689,954.1392212
1554948014.67132,818.3516235,591.5018311,713.9926758,787.7289429
1554948014.67522,805.0549316,587.0695801,753.8828125,814.3223267
1554948014.67912,812.7106323,747.8388062,910.2197876,987.9853516
1554948014.68302,809.4871826,630.1831665,833.2600708,985.567749
1554948014.68504,,,,
1554948014.68574,,,,
1554948014.68691,790.5494385,466.5934143,686.1904907,809.8901367
1554948014.69051,,,,
1554948014.69081,787.3259888,526.6300659,723.2600708,788.53479
1554948014.69471,794.5787354,763.5531006,931.9780273,946.0805664
1554948014.69861,805.0549316,948.4981689,1031.098877,1006.117188
1554948014.70251,795.3846436,738.1685181,811.5018311,862.6740112
1554948014.70443,,,,
1554948014.70511,,,,
1554948014.70641,797.399292,483.5164795,649.9267578,771.6116943
1554948014.71031,798.2051392,543.9560547,779.267395,896.5201416
1554948014.71421,789.3406372,791.7582397,981.5384521,1007.728943
1554948014.71810,798.6080322,773.2234497,890.0732422,903.3699341
1554948014.72200,786.9230957,443.2234497,617.2893677,761.9414063
1554948014.72336,,,,
1554948014.72336,,,,
1554948014.72351,,,,
1554948014.72354,,,,
1554948014.72356,,,,
1554948014.72358,,,,
1554948014.72360,,,,
1554948014.72361,,,,
1554948014.72362,,,,
1554948014.72364,,,,
1554948014.72366,,,,
1554948014.72368,,,,
1554948014.72369,,,,
1554948014.72370,,,,
1554948014.72370,,,,
1554948014.72371,,,,
1554948014.72372,,,,
1554948014.72374,,,,
1554948014.72383,,,,
1554948014.72448,,,,
1554948014.72566,,,,
1554948014.72590,784.5054932,541.9414063,729.3040161,833.2600708
1554948014.72980,801.8314819,932.3809814,984.7619019,989.5970459
1554948014.73370,788.131897,998.8644409,936.0073242,934.3956299
1554948014.73760,784.5054932,728.4981689,682.1611938,772.0146484
1554948014.74150,813.9194336,354.5787659,500.8424988,789.7435913
1554948014.74322,,,,
1554948014.74385,,,,
1554948014.74540,810.2930298,544.7619019,761.1355591,938.8278198
1554948014.74930,795.3846436,1072.197754,1085.091553,967.4359131
1554948014.75319,811.9047852,911.0256348,837.2893677,828.4249268
1554948014.75709,810.6959839,581.8314819,596.3369751,776.0439453
1554948014.76081,,,,
1554948014.76099,798.6080322,737.765564,794.1758423,917.8754883
1554948014.76261,,,,
1554948014.76322,,,,
1554948014.76489,808.6813354,1093.956055,1036.739868,1000.476196
1554948014.76879,802.6373901,890.4761963,801.4285889,877.5823975
1554948014.77269,789.3406372,390.8424988,485.5311279,760.732605
1554948014.77659,804.6520386,628.9743652,762.7472534,865.8974609
1554948014.78049,813.1135254,1206.373657,1148.351685,1019.41394
1554948014.78200,,,,
1554948014.78259,,,,
1554948014.78438,807.0695801,1194.285767,1029.487183,935.6043701
1554948014.78828,806.666687,894.9084473,777.2527466,784.9084473
1554948014.79218,806.666687,837.2893677,794.9816895,836.0805664
1554948014.79595,,,,
1554948014.79608,797.399292,1180.183105,1063.736206,982.7472534
1554948014.79998,809.0842285,1190.659302,1006.923096,951.3186646
1554948014.80140,,,,
1554948014.80197,,,,
1554948014.80388,809.4871826,919.4871826,775.6410522,785.7142944
1554948014.80778,801.8314819,896.9230957,810.2930298,778.4615479
1554948014.81168,795.7875366,1179.377319,1068.974365,933.5897217
1554948014.81557,794.9816895,1453.772949,1203.956055,973.4798584
1554948014.81947,807.4725342,1235.384644,951.7216187,825.2014771
1554948014.82079,,,,
1554948014.82134,,,,
1554948014.82337,808.6813354,971.46521,772.0146484,759.9267578
1554948014.82472,,,,
1554948014.82472,,,,
1554948014.82487,,,,
1554948014.82490,,,,
1554948014.82491,,,,
1554948014.82493,,,,
1554948014.82495,,,,
1554948014.82496,,,,
1554948014.82498,,,,
1554948014.82500,,,,
1554948014.82501,,,,
1554948014.82503,,,,
1554948014.82504,,,,
1554948014.82505,,,,
1554948014.82506,,,,
1554948014.82506,,,,
1554948014.82507,,,,
1554948014.82510,,,,
1554948014.82727,795.7875366,1153.186768,965.4212646,895.3113403
1554948014.83110,,,,
1554948014.83117,805.4578857,1147.142822,985.164856,978.3150024
1554948014.83507,808.2783813,940.8424683,827.2161255,845.3479614
1554948014.83897,803.4432373,962.600708,838.0952148,738.5714111
1554948014.84018,,,,
1554948014.84071,,,,
1554948014.84287,807.4725342,1058.095215,954.5421143,837.6923218
1554948014.84677,803.8461304,1369.560425,1191.062256,973.8828125
1554948014.85066,807.4725342,1356.263794,1099.597046,911.4285889
1554948014.85456,811.9047852,936.8131714,774.835144,757.1062012
1554948014.85846,812.7106323,853.4066162,782.0878906,804.6520386
1554948014.85957,,,,
1554948014.86008,,,,
1554948014.86236,810.6959839,995.2380981,949.3040161,960.9890137
1554948014.86625,,,,
1554948014.86626,809.8901367,1206.776611,1069.377319,940.0366211
1554948014.87016,813.5164795,1105.640991,900.1465454,786.5201416
1554948014.87406,809.4871826,914.2490845,786.5201416,765.9707031
1554948014.87796,810.2930298,1162.857178,1019.816834,922.3076782
1554948014.87897,,,,
1554948014.87945,,,,
1554948014.88185,812.3076782,1381.648315,1124.981689,967.8388062
1554948014.88575,815.5311279,1187.435913,896.9230957,809.8901367
1554948014.88965,811.098877,862.2710571,681.3552856,725.6776733
1554948014.89355,801.8314819,935.6043701,826.8131714,849.7802124
1554948014.89745,815.5311279,1333.296753,1107.65564,956.5567627
1554948014.89836,,,,
1554948014.89882,,,,
1554948014.90135,825.6043701,1227.32605,946.4835205,854.2124634
1554948014.90140,,,,
1554948014.90525,802.6373901,917.0695801,708.7545776,716.0073242
1554948014.90915,794.1758423,1015.787537,824.7985229,792.5640869
1554948014.91304,813.5164795,1334.102539,1059.304077,939.633728
1554948014.91694,823.1868286,1421.538452,1037.545776,881.2088013
1554948014.91775,,,,
1554948014.91820,,,,
1554948014.92084,820.366272,881.6116943,626.1538696,711.1721802
1554948014.92474,812.3076782,669.6703491,590.2930298,711.1721802
1554948014.92607,,,,
1554948014.92607,,,,
1554948014.92622,,,,
1554948014.92625,,,,
1554948014.92627,,,,
1554948014.92628,,,,
1554948014.92630,,,,
1554948014.92632,,,,
1554948014.92633,,,,
1554948014.92635,,,,
1554948014.92637,,,,
1554948014.92638,,,,
1554948014.92640,,,,
1554948014.92640,,,,
1554948014.92641,,,,
1554948014.92642,,,,
1554948014.92643,,,,
1554948014.92645,,,,
1554948014.92864,789.7435913,1197.912109,1001.282043,870.732605
1554948014.93254,792.1611938,1354.651978,1023.443237,884.0292969
1554948014.93644,792.1611938,1164.871826,811.098877,723.2600708
1554948014.93654,,,,
1554948014.93714,,,,
1554948014.93757,,,,
1554948014.94034,784.1025391,1027.472534,723.2600708,701.9047852
1554948014.94424,807.4725342,1192.67395,902.1611938,859.4505615
1554948014.94813,822.7838745,1290.183105,954.9450684,895.3113403
1554948014.95203,818.7545776,849.3773193,607.6190186,728.0952148
1554948014.95593,792.5640869,663.2234497,502.4542236,631.7948608
1554948014.95654,,,,
1554948014.95694,,,,
1554948014.95983,782.8937988,1021.831482,774.0292969,762.3442993
1554948014.96373,795.3846436,1355.86084,974.6886597,884.432251
1554948014.96763,802.6373901,1307.106201,855.8241577,794.1758423
1554948014.97153,793.7728882,1035.128174,630.1831665,655.567749
1554948014.97169,,,,
1554948014.97543,784.5054932,1061.318726,703.5164795,720.8424683
1554948014.97593,,,,
1554948014.97631,,,,
1554948014.97932,807.0695801,1230.952393,892.8937988,874.3589478
1554948014.98322,808.2783813,1272.454224,912.234436,826.0073242
1554948014.98712,806.2637329,1062.93042,723.6630249,672.8937988
1554948014.99102,812.3076782,908.2051392,659.5970459,712.3809814
1554948014.99492,807.0695801,1124.981689,890.8791504,879.1941528
1554948014.99532,,,,
1554948014.99568,,,,
1554948014.99882,825.6043701,1388.498169,1041.978027,883.6264038
1554948015.00272,832.0512695,1226.117188,834.8717651,733.333313
1554948015.00662,818.7545776,981.1355591,693.0402832,693.8461304
1554948015.00684,,,,
1554948015.01051,817.5457764,944.4688721,777.6557007,838.901123
1554948015.01441,829.633728,1131.831543,944.065918,908.6080322
1554948015.01472,,,,
1554948015.01505,,,,
1554948015.01831,830.0366211,1275.27478,955.3479614,786.5201416
1554948015.02221,816.3369751,1069.780273,766.7765503,705.1282349
1554948015.02611,805.8607788,1102.820557,859.8534546,818.7545776
1554948015.02742,,,,
1554948015.02742,,,,
1554948015.02757,,,,
1554948015.02760,,,,
1554948015.02762,,,,
1554948015.02764,,,,
1554948015.02765,,,,
1554948015.02767,,,,
1554948015.02768,,,,
1554948015.02770,,,,
1554948015.02772,,,,
1554948015.02773,,,,
1554948015.02775,,,,
1554948015.02776,,,,
1554948015.02776,,,,
1554948015.02777,,,,
1554948015.02778,,,,
1554948015.02780,,,,
1554948015.03001,814.3223267,1396.153809,1085.091553,947.6923218
1554948015.03391,801.0256348,1419.523804,1024.249023,861.46521
1554948015.03411,,,,
1554948015.03443,,,,
1554948015.03781,793.7728882,1040.366333,709.1575317,718.0219727
1554948015.04171,803.0402832,848.5714111,654.7619019,772.8204956
1554948015.04199,,,,
1554948015.04560,803.8461304,1216.446899,985.164856,927.5457764
1554948015.04950,802.234436,1443.296753,1064.542114,909.4139404
1554948015.05340,787.3259888,1207.582397,817.9487305,756.7033081
1554948015.05350,,,,
1554948015.05380,,,,
1554948015.05730,792.1611938,1059.706909,747.4359131,756.7033081
1554948015.06120,787.3259888,1288.571411,963.4066162,913.8461304
1554948015.06510,780.0732422,1446.117188,1055.27478,949.3040161
1554948015.06900,803.8461304,1095.970703,761.1355591,807.8754883
1554948015.07289,,,,
1554948015.07290,796.9963379,662.8204956,531.868103,735.7509155
1554948015.07317,,,,
1554948015.07679,794.1758423,985.567749,857.8388062,872.7472534
1554948015.07713,,,,
1554948015.08069,805.0549316,1429.597046,1125.787598,983.5531006
1554948015.08459,802.6373901,1270.842529,909.4139404,870.732605
1554948015.08849,804.2490845,867.1062012,623.7362671,757.1062012
1554948015.09229,,,,
1554948015.09239,811.098877,902.967041,743.0036621,841.7216187
1554948015.09254,,,,
1554948015.09629,813.9194336,1367.142822,1097.582397,982.7472534
1554948015.10019,813.5164795,1143.919434,893.699646,917.8754883
1554948015.10409,816.3369751,736.5567627,608.4249268,752.2710571
1554948015.10798,800.2197876,957.765564,808.2783813,811.9047852
1554948015.11168,,,,
1554948015.11188,795.7875366,1256.739868,1033.516479,989.1941528
1554948015.11191,,,,
1554948015.11228,,,,
1554948015.11578,813.5164795,1364.72522,1046.007324,968.6447144
1554948015.11968,808.2783813,1091.941406,785.7142944,809.4871826
1554948015.12358,805.4578857,867.1062012,681.7582397,791.3552856
1554948015.12748,817.5457764,1026.666626,879.1941528,943.2600708
1554948015.12878,,,,
1554948015.12878,,,,
1554948015.12893,,,,
1554948015.12896,,,,
1554948015.12897,,,,
1554948015.12899,,,,
1554948015.12901,,,,
1554948015.12902,,,,
1554948015.12904,,,,
1554948015.12905,,,,
1554948015.12907,,,,
1554948015.12909,,,,
1554948015.12910,,,,
1554948015.12911,,,,
1554948015.12912,,,,
1554948015.12912,,,,
1554948015.12913,,,,
1554948015.12915,,,,
1554948015.13107,,,,
1554948015.13128,,,,
1554948015.13138,800.6226807,1183.80957,977.9121094,987.9853516
1554948015.13528,803.8461304,964.6153564,760.3296509,836.8864746
1554948015.13918,816.7399292,700.2930298,593.1135254,757.9121094
1554948015.14307,799.4139404,910.2197876,804.2490845,888.4615479
1554948015.14697,801.4285889,1261.978027,1021.428589,1004.505493
1554948015.14743,,,,
1554948015.15046,,,,
1554948015.15066,,,,
1554948015.15087,807.4725342,1177.362671,873.5531006,900.9523926
1554948015.15477,811.098877,867.9121094,628.1685181,766.7765503
1554948015.15867,819.9633789,796.1904907,655.164856,852.1978149
1554948015.16257,814.7252808,988.3883057,867.9121094,991.2088013
1554948015.16647,800.6226807,1190.659302,960.1831665,931.5750732
1554948015.16986,,,,
1554948015.17003,,,,
1554948015.17037,792.5640869,974.2857056,735.3479614,790.5494385
1554948015.17426,803.4432373,859.4505615,706.3369751,820.366272
1554948015.17816,799.8168335,1130.219727,954.5421143,977.5091553
1554948015.18206,798.2051392,1165.27478,947.6923218,975.4945068
1554948015.18258,,,,
1554948015.18596,799.4139404,799.4139404,653.1502075,815.1282349
1554948015.18925,,,,
1554948015.18940,,,,
1554948015.18986,783.699646,598.3516235,576.5933838,780.0732422
1554948015.19376,779.6703491,916.2637329,878.3883057,936.0073242
1554948015.19766,790.1465454,1255.934082,1080.25647,1004.908447
1554948015.20156,799.8168335,1065.750977,861.46521,874.7619019
1554948015.20545,801.4285889,762.3442993,648.7179565,790.9523926
1554948015.20864,,,,
1554948015.20877,,,,
1554948015.20935,808.2783813,882.4176025,801.0256348,906.1904907
1554948015.21325,806.666687,1215.238037,1037.545776,1025.86084
1554948015.21715,808.2783813,1162.857178,914.2490845,928.3516235
1554948015.21772,,,,
1554948015.22105,815.5311279,529.0476074,485.5311279,782.8937988
1554948015.22495,799.8168335,448.8644714,566.9230957,844.5421143
1554948015.22804,,,,
1554948015.22814,,,,
1554948015.22885,797.399292,959.3773193,954.5421143,1004.505493
1554948015.23013,,,,
1554948015.23013,,,,
1554948015.23028,,,,
1554948015.23031,,,,
1554948015.23033,,,,
1554948015.23034,,,,
1554948015.23036,,,,
1554948015.23038,,,,
1554948015.23039,,,,
1554948015.23041,,,,
1554948015.23043,,,,
1554948015.23044,,,,
1554948015.23045,,,,
1554948015.23046,,,,
1554948015.23047,,,,
1554948015.23048,,,,
1554948015.23048,,,,
1554948015.23051,,,,
1554948015.23275,806.666687,1049.633667,928.7545776,966.6300659
1554948015.23665,806.666687,833.6630249,700.6959839,802.234436
1554948015.24054,810.2930298,659.1941528,626.1538696,815.1282349
1554948015.24444,805.8607788,956.9597168,910.6226807,975.4945068
1554948015.24743,,,,
1554948015.24751,,,,
1554948015.24834,815.934082,1097.179443,969.4505615,1003.296692
1554948015.25224,814.7252808,707.9487305,659.1941528,846.9597168
1554948015.25287,,,,
1554948015.25614,803.8461304,626.9597168,639.8534546,790.1465454
1554948015.26004,806.666687,907.8021851,882.8204956,939.2307739
1554948015.26394,801.0256348,1173.333374,1042.380981,1020.219788
1554948015.26682,,,,
1554948015.26689,,,,
1554948015.26784,818.7545776,1017.802185,847.3626099,891.2820435
1554948015.27173,823.5897217,659.5970459,596.7399292,787.7289429
1554948015.27563,809.4871826,704.3223267,729.3040161,896.1171875
1554948015.27953,803.0402832,905.7875366,919.4871826,1026.666626
1554948015.28343,805.8607788,673.2966919,730.9157715,934.3956299
1554948015.28621,,,,
1554948015.28626,,,,
1554948015.28733,802.234436,566.9230957,645.8974609,778.4615479
1554948015.28802,,,,
1554948015.29123,807.8754883,805.8607788,839.3040161,848.9743652
1554948015.29513,807.4725342,1123.369995,1071.794922,1009.340637
1554948015.29903,805.8607788,1142.307739,1029.084229,974.2857056
1554948015.30292,816.3369751,893.699646,809.0842285,816.3369751
1554948015.30561,,,,
1554948015.30563,,,,
1554948015.30682,811.9047852,788.131897,770.4029541,817.5457764
1554948015.31072,817.1428833,915.4578857,939.2307739,960.1831665
1554948015.31462,821.9780273,1160.842529,1093.150146,976.300354
1554948015.31852,815.5311279,1027.875488,891.2820435,838.901123
1554948015.32242,805.8607788,697.4725342,652.7472534,784.1025391
1554948015.32317,,,,
1554948015.32500,,,,
1554948015.32500,,,,
1554948015.32632,799.8168335,918.6813354,875.9707031,917.8754883
1554948015.33022,807.8754883,1282.124512,1104.835205,1029.084229
1554948015.33148,,,,
1554948015.33148,,,,
1554948015.33163,,,,
1554948015.33166,,,,
1554948015.33168,,,,
1554948015.33169,,,,
1554948015.33171,,,,
1554948015.33173,,,,
1554948015.33174,,,,
1554948015.33176,,,,
1554948015.33178,,,,
1554948015.33179,,,,
1554948015.33181,,,,
1554948015.33181,,,,
1554948015.33182,,,,
1554948015.33183,,,,
1554948015.33184,,,,
1554948015.33186,,,,
1554948015.33412,811.9047852,1137.472534,914.6520386,908.6080322
1554948015.33801,807.4725342,709.1575317,616.8864746,787.3259888
1554948015.34191,807.0695801,605.2014771,664.0292969,888.8644409
1554948015.34437,,,,
1554948015.34439,,,,
1554948015.34581,801.8314819,1079.047607,1034.72522,1024.249023
1554948015.34971,804.6520386,1235.787598,1033.113525,966.2271118
1554948015.35361,806.666687,940.8424683,742.1978149,818.7545776
1554948015.35751,797.8021851,809.4871826,700.6959839,856.2271118
1554948015.35831,,,,
1554948015.36141,799.8168335,1135.86084,993.2234497,1024.249023
1554948015.36374,,,,
1554948015.36378,,,,
1554948015.36531,811.5018311,1325.238037,1048.021973,1015.384644
1554948015.36920,814.7252808,839.3040161,649.9267578,846.1538696
1554948015.37310,815.934082,574.1758423,556.4468994,807.8754883
1554948015.37700,808.6813354,1088.717896,977.5091553,956.5567627
1554948015.38090,804.2490845,1398.168457,1114.102539,1024.249023
1554948015.38312,,,,
1554948015.38318,,,,
1554948015.38480,810.2930298,1164.065918,858.2417603,877.1795044
1554948015.38870,815.1282349,935.6043701,705.1282349,802.6373901
1554948015.39260,804.6520386,1067.765625,858.6447144,935.6043701
1554948015.39346,,,,
1554948015.39650,800.6226807,1309.523804,1026.666626,1034.322388
1554948015.40039,800.6226807,1133.443237,850.1831665,921.098877
1554948015.40249,,,,
1554948015.40257,,,,
1554948015.40429,793.3699341,880.8058472,679.7435913,790.9523926
1554948015.40819,802.6373901,949.3040161,790.9523926,878.7911987
1554948015.41209,814.7252808,1217.65564,995.6410522,1023.443237
1554948015.41599,815.1282349,1135.054932,870.3296509,958.5714111
1554948015.41989,806.2637329,781.2820435,589.8901367,800.2197876
1554948015.42186,,,,
1554948015.42196,,,,
1554948015.42379,794.5787354,851.3919678,691.8314819,818.7545776
1554948015.42769,799.8168335,1152.783936,948.0952148,988.7911987
1554948015.42861,,,,
1554948015.43159,823.1868286,956.5567627,807.4725342,995.2380981
1554948015.43284,,,,
1554948015.43284,,,,
1554948015.43299,,,,
1554948015.43302,,,,
1554948015.43303,,,,
1554948015.43305,,,,
1554948015.43307,,,,
1554948015.43308,,,,
1554948015.43310,,,,
1554948015.43311,,,,
1554948015.43313,,,,
1554948015.43315,,,,
1554948015.43316,,,,
1554948015.43317,,,,
1554948015.43318,,,,
1554948015.43318,,,,
1554948015.43319,,,,
1554948015.43321,,,,
1554948015.43548,810.6959839,744.2124634,651.9414063,816.7399292
1554948015.43938,802.234436,802.234436,715.2014771,801.8314819
1554948015.44123,,,,
1554948015.44135,,,,
1554948015.44328,807.0695801,975.0915527,880.4029541,969.4505615
1554948015.44718,816.7399292,1196.703247,1011.75824,1037.94873
1554948015.45108,814.3223267,1028.681274,818.7545776,902.5640869
1554948015.45498,797.8021851,794.9816895,655.164856,810.2930298
1554948015.45888,794.9816895,879.1941528,793.3699341,930.7692261
1554948015.46060,,,,
1554948015.46075,,,,
1554948015.46278,804.2490845,1075.824219,953.7362671,1045.201416
1554948015.46376,,,,
1554948015.46667,806.666687,993.2234497,841.3186646,940.4395752
1554948015.47057,808.2783813,780.8791504,672.8937988,803.8461304
1554948015.47447,813.1135254,796.1904907,743.4066162,884.0292969
1554948015.47837,805.0549316,1090.732544,974.6886597,1035.128174
1554948015.47997,,,,
1554948015.48014,,,,
1554948015.48227,811.098877,1159.633667,940.0366211,986.3735962
1554948015.48617,826.0073242,805.4578857,615.2747192,834.4688721
1554948015.49007,828.4249268,275.6044006,309.8534851,838.0952148
1554948015.49397,833.6630249,325.5677795,475.8608093,979.1208496
