timestamps,eeg_1,eeg_2,eeg_3,eeg_4
1554948023.86789,,,,
1554948023.86859,807.4725342,27.80219841,338.8644714,821.1721802
1554948023.87249,794.1758423,29.01098824,527.032959,798.2051392
1554948023.87639,799.4139404,10.07326031,1203.553101,954.5421143
1554948023.87718,,,,
1554948023.88029,807.8754883,181.3186798,29.01098824,1042.783936
1554948023.88419,790.9523926,267.9487305,1634.285767,948.4981689
1554948023.88726,,,,
1554948023.88808,777.2527466,180.9157562,1643.553101,861.0622559
1554948023.89198,790.5494385,261.9047546,1648.388306,944.065918
1554948023.89588,800.2197876,402.5274658,1642.747192,1046.007324
1554948023.89657,,,,
1554948023.89918,,,,
1554948023.89978,807.4725342,278.4248962,19.3406601,971.868103
1554948023.90368,818.3516235,40.29304123,1377.216064,843.7362671
1554948023.90663,,,,
1554948023.90758,810.6959839,22.96703339,1230.146484,891.6849976
1554948023.91148,802.234436,31.83150101,1556.923096,1037.142822
1554948023.91538,809.4871826,24.17582512,1602.05127,1012.967041
1554948023.91596,,,,
1554948023.91927,818.7545776,25.38461494,1278.498169,866.7033081
1554948023.92317,811.098877,25.38461494,1083.882813,857.032959
1554948023.92600,,,,
1554948023.92707,803.0402832,25.38461494,1227.32605,987.5823975
1554948023.93097,820.366272,25.38461494,1301.868164,1027.875488
1554948023.93433,,,,
1554948023.93487,825.2014771,25.38461494,1014.175842,887.2527466
1554948023.93535,,,,
1554948023.93877,817.5457764,25.38461494,1018.608032,820.7692261
1554948023.94267,817.5457764,25.38461494,1473.516479,954.1392212
1554948023.94537,,,,
1554948023.94652,,,,
1554948023.94652,,,,
1554948023.94657,814.7252808,25.38461494,14.10256386,1036.337036
1554948023.94663,,,,
1554948023.94666,,,,
1554948023.94667,,,,
1554948023.94669,,,,
1554948023.94671,,,,
1554948023.94672,,,,
1554948023.94674,,,,
1554948023.94676,,,,
1554948023.94678,,,,
1554948023.94679,,,,
1554948023.94681,,,,
1554948023.94681,,,,
1554948023.94682,,,,
1554948023.94683,,,,
1554948023.94684,,,,
1554948023.94686,,,,
1554948023.95046,817.9487305,25.38461494,1602.857178,931.5750732
1554948023.95436,814.7252808,25.38461494,1365.531128,837.2893677
1554948023.95475,,,,
1554948023.95826,815.934082,25.38461494,1349.816895,917.8754883
1554948023.96216,817.5457764,25.38461494,1436.849854,1037.142822
1554948023.96474,,,,
1554948023.96606,818.3516235,25.38461494,1134.249023,965.8241577
1554948023.96947,,,,
1554948023.96996,818.7545776,25.38461494,899.3406372,822.7838745
1554948023.97386,816.3369751,25.38461494,903.3699341,867.9121094
1554948023.97414,,,,
1554948023.97776,807.4725342,25.38461494,964.6153564,1010.146545
1554948023.98166,805.4578857,25.38461494,966.2271118,990
1554948023.98411,,,,
1554948023.98555,808.6813354,25.38461494,713.1868286,851.3919678
1554948023.98945,811.098877,25.38461494,508.4981689,845.7509155
1554948023.99335,827.6190186,25.38461494,503.2600708,983.9560547
1554948023.99353,,,,
1554948023.99725,832.8571167,25.38461494,471.0256348,1003.699646
1554948024.00115,807.0695801,25.38461494,444.4322205,863.0769043
1554948024.00349,,,,
1554948024.00462,,,,
1554948024.00505,803.0402832,25.38461494,338.4615479,811.5018311
1554948024.00895,823.1868286,25.38461494,422.6739807,932.3809814
1554948024.01285,836.4835205,25.38461494,595.5311279,1014.578735
1554948024.01293,,,,
1554948024.01674,829.633728,25.38461494,486.7399292,904.9816895
1554948024.02064,817.1428833,25.38461494,253.443222,792.1611938
1554948024.02286,,,,
1554948024.02454,832.8571167,25.38461494,225.2380981,856.2271118
1554948024.02844,833.6630249,24.98168564,420.6593323,956.9597168
1554948024.03232,,,,
1554948024.03234,827.6190186,25.38461494,477.4725342,889.6703491
1554948024.03624,836.8864746,25.38461494,354.1758118,758.7179565
1554948024.03977,,,,
1554948024.04014,835.6776733,25.38461494,335.6410217,788.53479
1554948024.04223,,,,
1554948024.04404,826.4102783,25.38461494,482.7106323,916.666687
1554948024.04787,,,,
1554948024.04787,,,,
1554948024.04793,822.3809814,25.38461494,545.9707031,907.8021851
1554948024.04799,,,,
1554948024.04801,,,,
1554948024.04803,,,,
1554948024.04804,,,,
1554948024.04806,,,,
1554948024.04807,,,,
1554948024.04809,,,,
1554948024.04811,,,,
1554948024.04813,,,,
1554948024.04814,,,,
1554948024.04816,,,,
1554948024.04817,,,,
1554948024.04817,,,,
1554948024.04818,,,,
1554948024.04819,,,,
1554948024.04821,,,,
1554948024.05171,,,,
1554948024.05183,825.6043701,25.38461494,292.5274658,771.6116943
1554948024.05573,828.4249268,25.38461494,10.47619057,739.7802124
1554948024.05963,824.7985229,25.38461494,150.293045,867.1062012
1554948024.06160,,,,
1554948024.06353,821.1721802,25.38461494,445.6410217,930.366272
1554948024.06743,825.6043701,25.38461494,330.8058472,822.3809814
1554948024.07110,,,,
1554948024.07133,821.9780273,25.38461494,69.30403137,761.9414063
1554948024.07492,,,,
1554948024.07523,815.934082,25.38461494,199.8534851,873.9560547
1554948024.07913,816.7399292,25.38461494,510.1098938,970.6593628
1554948024.08097,,,,
1554948024.08302,833.2600708,24.98168564,340.8791199,886.0439453
1554948024.08692,822.3809814,24.98168564,8.864468575,751.46521
1554948024.09050,,,,
1554948024.09082,792.967041,25.38461494,251.0256348,802.6373901
1554948024.09472,804.2490845,25.38461494,610.4395752,953.7362671
1554948024.09862,815.1282349,25.38461494,604.3956299,925.934082
1554948024.10034,,,,
1554948024.10252,812.7106323,25.38461494,374.3223572,788.9377441
1554948024.10642,799.4139404,25.38461494,368.2783813,801.0256348
1554948024.10989,,,,
1554948024.11006,,,,
1554948024.11032,817.5457764,25.38461494,598.7545776,941.6483765
1554948024.11421,826.0073242,25.38461494,704.3223267,952.9304199
1554948024.11811,813.9194336,25.38461494,617.2893677,815.5311279
1554948024.11972,,,,
1554948024.12201,814.3223267,25.38461494,599.1575317,777.2527466
1554948024.12591,813.1135254,25.38461494,913.4432373,902.1611938
1554948024.12928,,,,
1554948024.12981,815.5311279,25.38461494,1202.747192,968.6447144
1554948024.13371,827.2161255,25.38461494,1138.681274,867.1062012
1554948024.13761,821.1721802,25.38461494,1042.380981,785.7142944
1554948024.13909,,,,
1554948024.14151,816.7399292,24.98168564,1116.117188,872.3442993
1554948024.14521,,,,
1554948024.14540,826.8131714,25.38461494,1097.179443,957.3626099
1554948024.14867,,,,
1554948024.14922,,,,
1554948024.14922,,,,
1554948024.14930,824.3956299,25.38461494,1222.087891,868.7179565
1554948024.14934,,,,
1554948024.14936,,,,
1554948024.14938,,,,
1554948024.14940,,,,
1554948024.14941,,,,
1554948024.14943,,,,
1554948024.14944,,,,
1554948024.14946,,,,
1554948024.14948,,,,
1554948024.14950,,,,
1554948024.14951,,,,
1554948024.14952,,,,
1554948024.14953,,,,
1554948024.14953,,,,
1554948024.14954,,,,
1554948024.14956,,,,
1554948024.15320,824.7985229,25.38461494,1315.164795,777.2527466
1554948024.15710,831.2454224,25.38461494,1355.86084,852.600708
1554948024.15846,,,,
1554948024.16100,825.2014771,25.38461494,1460.219727,985.164856
1554948024.16490,821.9780273,25.38461494,1305.897461,964.6153564
1554948024.16807,,,,
1554948024.16880,840.9157715,25.38461494,1110.476196,830.0366211
1554948024.17270,861.0622559,25.38461494,784.1025391,829.633728
1554948024.17660,869.5238037,25.38461494,618.0952148,958.5714111
1554948024.17783,,,,
1554948024.18036,,,,
1554948024.18049,871.9414063,25.38461494,746.6300659,985.567749
1554948024.18439,862.2710571,25.38461494,593.9194336,861.46521
1554948024.18746,,,,
1554948024.18829,865.8974609,25.38461494,410.183136,811.098877
1554948024.19219,884.835144,25.38461494,446.4468994,930.366272
1554948024.19609,884.835144,25.38461494,637.8388062,1002.087891
1554948024.19720,,,,
1554948024.19999,880.8058472,25.38461494,576.1904907,897.7289429
1554948024.20389,876.7765503,25.38461494,402.5274658,803.4432373
1554948024.20685,,,,
1554948024.20779,869.9267578,25.38461494,662.4176025,893.2966919
1554948024.21168,864.2857056,25.38461494,948.901123,1020.219788
1554948024.21551,,,,
1554948024.21558,860.2564087,25.38461494,1037.94873,954.9450684
1554948024.21657,,,,
1554948024.21948,868.7179565,25.38461494,1013.369934,819.1575317
1554948024.22338,866.7033081,25.38461494,985.567749,841.3186646
1554948024.22625,,,,
1554948024.22728,860.2564087,25.38461494,1185.421265,954.9450684
1554948024.23118,877.1795044,25.38461494,1293.003662,938.8278198
1554948024.23508,863.8828125,25.38461494,1043.186768,804.6520386
1554948024.23595,,,,
1554948024.23898,833.2600708,25.38461494,1091.538452,786.9230957
1554948024.24287,844.1392212,25.38461494,1390.109863,924.3223267
1554948024.24564,,,,
1554948024.24677,858.2417603,25.38461494,1554.908447,954.5421143
1554948024.25058,,,,
1554948024.25058,,,,
1554948024.25065,,,,
1554948024.25067,855.8241577,25.38461494,1485.60437,823.1868286
1554948024.25069,,,,
1554948024.25072,,,,
1554948024.25073,,,,
1554948024.25075,,,,
1554948024.25076,,,,
1554948024.25078,,,,
1554948024.25080,,,,
1554948024.25082,,,,
1554948024.25083,,,,
1554948024.25085,,,,
1554948024.25086,,,,
1554948024.25087,,,,
1554948024.25088,,,,
1554948024.25089,,,,
1554948024.25089,,,,
1554948024.25092,,,,
1554948024.25457,859.4505615,25.38461494,1323.223389,779.6703491
1554948024.25532,,,,
1554948024.25847,871.5384521,24.98168564,1297.435913,888.8644409
1554948024.26237,861.46521,25.38461494,1371.575073,958.9743652
1554948024.26503,,,,
1554948024.26627,860.2564087,31.83150101,1180.58606,850.9890137
1554948024.27017,851.7948608,19.3406601,1139.084229,751.0622559
1554948024.27407,845.7509155,95.09157562,1301.868164,848.5714111
1554948024.27469,,,,
1554948024.27796,849.7802124,326.7765503,1377.216064,987.5823975
1554948024.28186,851.3919678,418.6446838,1307.912109,954.5421143
1554948024.28442,,,,
1554948024.28576,855.0183105,215.9707031,967.4359131,814.7252808
1554948024.28580,,,,
1554948024.28966,837.6923218,117.2527466,766.3735962,836.8864746
1554948024.29356,841.3186646,262.7106323,814.7252808,974.2857056
1554948024.29406,,,,
1554948024.29746,859.8534546,240.9523773,727.6923218,956.9597168
1554948024.30136,867.9121094,54.79853439,362.234436,816.3369751
1554948024.30382,,,,
1554948024.30526,867.5091553,16.92307663,52.78388214,809.4871826
1554948024.30915,867.1062012,32.63736343,24.98168564,948.0952148
1554948024.31305,867.1062012,24.17582512,33.04029465,994.432251
1554948024.31343,,,,
1554948024.31695,862.6740112,25.38461494,23.36996269,875.164856
1554948024.32085,869.5238037,25.38461494,25.38461494,813.1135254
1554948024.32095,,,,
1554948024.32321,,,,
1554948024.32475,871.1355591,25.38461494,25.38461494,911.8314819
1554948024.32865,861.868103,24.98168564,25.38461494,985.164856
1554948024.33255,858.2417603,25.38461494,25.38461494,896.1171875
1554948024.33280,,,,
1554948024.33645,850.1831665,25.38461494,25.38461494,782.4908447
1554948024.34034,858.2417603,25.38461494,25.38461494,841.7216187
1554948024.34260,,,,
1554948024.34424,870.732605,25.38461494,25.38461494,954.9450684
1554948024.34814,855.4212646,25.38461494,25.38461494,895.7142944
1554948024.35193,,,,
1554948024.35193,,,,
1554948024.35204,853.8095093,25.38461494,25.38461494,732.9304199
1554948024.35205,,,,
1554948024.35207,,,,
1554948024.35209,,,,
1554948024.35210,,,,
1554948024.35212,,,,
1554948024.35213,,,,
1554948024.35215,,,,
1554948024.35217,,,,
1554948024.35218,,,,
1554948024.35219,,,,
1554948024.35220,,,,
1554948024.35222,,,,
1554948024.35222,,,,
1554948024.35223,,,,
1554948024.35224,,,,
1554948024.35225,,,,
1554948024.35227,,,,
1554948024.35594,855.4212646,25.38461494,25.38461494,711.9780273
1554948024.35610,,,,
1554948024.35984,852.1978149,25.38461494,25.38461494,828.4249268
1554948024.36199,,,,
1554948024.36374,850.9890137,25.38461494,21.75824165,831.2454224
1554948024.36764,848.5714111,25.38461494,47.94871902,700.2930298
1554948024.37154,843.7362671,25.38461494,5.238095284,684.5787354
1554948024.37155,,,,
1554948024.37543,839.7069702,25.38461494,142.234436,835.6776733
1554948024.37933,836.4835205,25.38461494,906.1904907,940.0366211
1554948024.38139,,,,
1554948024.38323,839.7069702,25.38461494,1285.348022,856.2271118
1554948024.38713,836.0805664,25.38461494,1207.985352,779.267395
1554948024.39092,,,,
1554948024.39103,832.8571167,25.38461494,1331.282104,888.0585938
1554948024.39125,,,,
1554948024.39493,840.5128174,25.38461494,1353.040283,1002.490845
1554948024.39883,838.0952148,25.38461494,1029.890137,935.2014771
1554948024.40078,,,,
1554948024.40273,834.8717651,25.38461494,569.7435913,816.7399292
1554948024.40662,830.0366211,25.38461494,214.3589783,860.6593628
1554948024.41029,,,,
1554948024.41052,827.6190186,25.38461494,47.1428566,992.0146484
1554948024.41442,843.7362671,25.38461494,29.01098824,963.4066162
1554948024.41832,849.3773193,25.38461494,27.3992672,815.1282349
1554948024.42017,,,,
1554948024.42222,839.7069702,25.38461494,24.57875443,819.1575317
1554948024.42612,839.3040161,25.38461494,24.57875443,950.5128174
1554948024.42639,,,,
1554948024.42966,,,,
1554948024.43002,843.333313,25.38461494,31.4285717,969.4505615
1554948024.43392,839.7069702,25.38461494,18.13186836,832.4542236
1554948024.43781,836.4835205,25.38461494,69.70696259,782.0878906
1554948024.43956,,,,
1554948024.44171,835.6776733,25.38461494,215.9707031,899.7435913
1554948024.44561,844.5421143,25.38461494,431.1355286,945.6776733
1554948024.44903,,,,
1554948024.44951,844.1392212,25.38461494,562.4908447,823.5897217
1554948024.45328,,,,
1554948024.45328,,,,
1554948024.45340,,,,
1554948024.45341,822.3809814,25.38461494,535.0915527,734.9450684
1554948024.45342,,,,
1554948024.45344,,,,
1554948024.45345,,,,
1554948024.45347,,,,
1554948024.45349,,,,
1554948024.45350,,,,
1554948024.45352,,,,
1554948024.45354,,,,
1554948024.45355,,,,
1554948024.45357,,,,
1554948024.45358,,,,
1554948024.45359,,,,
1554948024.45359,,,,
1554948024.45360,,,,
1554948024.45362,,,,
1554948024.45731,818.7545776,25.38461494,789.3406372,833.2600708
1554948024.45896,,,,
1554948024.46121,835.2747192,25.38461494,1107.65564,966.2271118
1554948024.46154,,,,
1554948024.46511,824.3956299,25.38461494,1065.348022,911.0256348
1554948024.46841,,,,
1554948024.46901,806.666687,25.38461494,824.3956299,786.5201416
1554948024.47290,826.4102783,25.38461494,581.4285889,832.0512695
1554948024.47680,839.3040161,25.38461494,720.4395752,967.8388062
1554948024.47835,,,,
1554948024.48070,829.633728,25.38461494,949.7069702,971.0622559
1554948024.48460,827.2161255,25.38461494,712.7838745,843.7362671
1554948024.48778,,,,
1554948024.48850,839.3040161,25.38461494,613.6630249,818.7545776
1554948024.49240,847.765564,25.38461494,757.5091553,964.2124634
1554948024.49630,834.065918,25.38461494,931.5750732,1001.684998
1554948024.49669,,,,
1554948024.49774,,,,
1554948024.50020,821.5750732,25.38461494,961.7948608,866.7033081
1554948024.50409,828.0219727,25.38461494,703.5164795,817.1428833
1554948024.50715,,,,
1554948024.50799,831.6483765,25.38461494,957.3626099,930.366272
1554948024.51189,820.366272,25.38461494,1575.86084,1020.622681
1554948024.51579,811.9047852,25.38461494,1583.113525,935.6043701
1554948024.51714,,,,
1554948024.51969,821.5750732,25.38461494,1409.450562,834.4688721
1554948024.52359,815.1282349,25.38461494,1463.040283,913.4432373
1554948024.52652,,,,
1554948024.52749,812.3076782,25.38461494,1633.479858,1035.128174
1554948024.53139,816.7399292,25.38461494,1494.065918,982.3442993
1554948024.53184,,,,
1554948024.53528,803.0402832,25.38461494,1167.692261,852.600708
1554948024.53653,,,,
1554948024.53918,807.0695801,25.38461494,1081.868164,888.4615479
1554948024.54308,810.2930298,25.38461494,1295.824219,1030.293091
1554948024.54589,,,,
1554948024.54698,806.2637329,25.38461494,1446.923096,1025.054932
1554948024.55088,819.1575317,25.38461494,1156.007324,885.2380981
1554948024.55464,,,,
1554948024.55464,,,,
1554948024.55475,,,,
1554948024.55478,,,,
1554948024.55478,815.5311279,25.38461494,988.3883057,856.6300659
1554948024.55479,,,,
1554948024.55481,,,,
1554948024.55482,,,,
1554948024.55484,,,,
1554948024.55486,,,,
1554948024.55488,,,,
1554948024.55489,,,,
1554948024.55491,,,,
1554948024.55492,,,,
1554948024.55493,,,,
1554948024.55494,,,,
1554948024.55495,,,,
1554948024.55495,,,,
1554948024.55498,,,,
1554948024.55592,,,,
1554948024.55868,813.1135254,25.38461494,1242.637329,979.1208496
1554948024.56258,831.2454224,25.38461494,1203.150146,1026.666626
1554948024.56526,,,,
1554948024.56648,827.2161255,25.38461494,874.3589478,898.131897
1554948024.56698,,,,
1554948024.57037,816.3369751,25.38461494,903.7728882,831.2454224
1554948024.57427,811.098877,25.38461494,1147.545776,958.1685181
1554948024.57531,,,,
1554948024.57817,813.1135254,25.38461494,1440.073242,1053.260132
1554948024.58207,821.1721802,25.38461494,1451.758301,965.0183105
1554948024.58464,,,,
1554948024.58597,821.1721802,25.38461494,1204.359009,847.3626099
1554948024.58987,815.934082,25.38461494,1257.94873,910.2197876
1554948024.59377,819.1575317,25.38461494,1373.589722,1040.366333
1554948024.59471,,,,
1554948024.59767,822.7838745,25.38461494,1456.996338,992.4176025
1554948024.60156,820.366272,25.38461494,1434.835205,861.46521
1554948024.60213,,,,
1554948024.60401,,,,
1554948024.60546,818.3516235,25.38461494,1400.989014,878.7911987
1554948024.60936,830.0366211,25.38461494,1569.816895,1016.996338
1554948024.61326,817.9487305,25.38461494,17.32600784,1024.249023
1554948024.61410,,,,
1554948024.61716,813.9194336,25.38461494,1582.710571,884.835144
1554948024.62106,838.0952148,25.38461494,1338.131836,850.9890137
1554948024.62338,,,,
1554948024.62496,838.0952148,25.38461494,1419.926758,968.6447144
1554948024.62886,830.8424683,24.98168564,33.44322205,1018.608032
1554948024.63275,837.6923218,25.38461494,1527.106201,905.7875366
1554948024.63349,,,,
1554948024.63665,836.4835205,25.38461494,1363.919434,807.8754883
1554948024.63728,,,,
1554948024.64055,826.0073242,25.38461494,1537.985352,893.699646
1554948024.64275,,,,
1554948024.64445,829.2307739,25.38461494,10.87912083,992.4176025
1554948024.64835,847.765564,25.38461494,1634.285767,906.5933838
1554948024.65225,855.8241577,25.38461494,1309.12085,781.2820435
1554948024.65288,,,,
1554948024.65599,,,,
1554948024.65599,,,,
1554948024.65610,,,,
1554948024.65613,,,,
1554948024.65614,,,,
1554948024.65615,840.9157715,25.38461494,1179.377319,823.1868286
1554948024.65616,,,,
1554948024.65618,,,,
1554948024.65619,,,,
1554948024.65621,,,,
1554948024.65623,,,,
1554948024.65625,,,,
1554948024.65626,,,,
1554948024.65628,,,,
1554948024.65628,,,,
1554948024.65629,,,,
1554948024.65630,,,,
1554948024.65631,,,,
1554948024.65633,,,,
1554948024.66005,827.2161255,25.38461494,1568.608032,950.9157715
1554948024.66212,,,,
1554948024.66395,840.9157715,25.78754616,1600.439575,916.666687
1554948024.66784,829.2307739,28.60805893,1330.073242,772.0146484
1554948024.67174,821.5750732,12.89377308,1286.153809,774.0292969
1554948024.67228,,,,
1554948024.67243,,,,
1554948024.67564,831.6483765,94.68864441,1467.875488,915.0549316
1554948024.67954,836.8864746,114.8351669,1490.842529,941.6483765
1554948024.68149,,,,
1554948024.68344,833.2600708,34.24908447,1059.304077,798.6080322
1554948024.68734,827.2161255,14.90842533,733.333313,738.5714111
1554948024.69124,830.8424683,72.12454224,993.6264038,866.7033081
1554948024.69167,,,,
1554948024.69514,831.6483765,264.7252808,1189.853516,957.765564
1554948024.69903,828.0219727,273.1867981,1080.25647,859.0476074
1554948024.70086,,,,
1554948024.70293,824.3956299,93.47985077,854.6153564,767.1795044
1554948024.70683,823.9926758,108.3882751,837.2893677,846.9597168
1554948024.70757,,,,
1554948024.71073,829.2307739,208.7179413,922.7106323,962.600708
1554948024.71106,,,,
1554948024.71463,836.4835205,158.7545776,855.4212646,902.5640869
1554948024.71853,839.7069702,71.72161102,727.2893677,775.2380981
1554948024.72024,,,,
1554948024.72243,841.3186646,22.16117287,714.7985229,823.9926758
1554948024.72633,840.9157715,28.60805893,809.4871826,963.0036621
1554948024.73022,841.7216187,25.38461494,853.8095093,927.9487305
1554948024.73046,,,,
1554948024.73412,837.6923218,22.96703339,789.3406372,771.2088013
1554948024.73802,831.6483765,33.44322205,809.0842285,765.9707031
1554948024.73961,,,,
1554948024.74192,845.7509155,25.78754616,896.1171875,911.4285889
1554948024.74272,,,,
1554948024.74582,848.1685181,54.79853439,920.6959839,937.2161255
1554948024.74972,835.2747192,192.6007385,1039.963379,808.2783813
1554948024.74985,,,,
1554948024.75362,836.8864746,230.8791199,1036.739868,777.6557007
1554948024.75734,,,,
1554948024.75734,,,,
1554948024.75746,,,,
1554948024.75748,,,,
1554948024.75750,,,,
1554948024.75751,,,,
1554948024.75752,826.8131714,344.9084167,1131.025635,908.2051392
1554948024.75753,,,,
1554948024.75754,,,,
1554948024.75756,,,,
1554948024.75758,,,,
1554948024.75760,,,,
1554948024.75761,,,,
1554948024.75763,,,,
1554948024.75764,,,,
1554948024.75764,,,,
1554948024.75765,,,,
1554948024.75766,,,,
1554948024.75768,,,,
1554948024.75898,,,,
1554948024.76142,825.2014771,569.3406372,1307.106201,991.6116943
1554948024.76531,828.0219727,557.2527466,1217.252808,892.0878906
1554948024.76921,834.8717651,346.117218,961.3919678,789.7435913
1554948024.76924,,,,
1554948024.77311,838.0952148,153.9194183,794.1758423,862.6740112
1554948024.77701,834.065918,251.8314972,925.1282349,978.7179565
1554948024.77787,,,,
1554948024.77835,,,,
1554948024.78091,835.2747192,192.6007385,785.3113403,940.4395752
1554948024.78481,831.6483765,4.835165024,235.7142792,820.7692261
1554948024.78863,,,,
1554948024.78871,835.2747192,30.21977997,22.16117287,847.765564
1554948024.79261,839.3040161,27.80219841,36.66666794,979.1208496
1554948024.79650,840.1098633,24.57875443,27.80219841,980.3296509
1554948024.79772,,,,
1554948024.80040,846.9597168,25.38461494,24.17582512,855.4212646
1554948024.80430,848.5714111,25.38461494,25.38461494,831.6483765
1554948024.80803,,,,
1554948024.80820,852.1978149,25.38461494,25.38461494,954.1392212
1554948024.81210,857.8388062,25.38461494,25.38461494,995.2380981
1554948024.81302,,,,
1554948024.81600,848.9743652,25.38461494,25.38461494,855.0183105
1554948024.81709,,,,
1554948024.81990,850.1831665,25.38461494,25.38461494,757.1062012
1554948024.82380,848.1685181,25.38461494,20.54944992,821.5750732
1554948024.82742,,,,
1554948024.82769,841.7216187,25.38461494,62.8571434,898.131897
1554948024.83159,853.4066162,25.38461494,0,811.9047852
1554948024.83549,848.1685181,25.38461494,294.9450684,697.8754883
1554948024.83647,,,,
1554948024.83939,842.5274658,25.38461494,1320.805908,788.53479
1554948024.84329,841.7216187,25.38461494,43.11355209,952.5274658
1554948024.84681,,,,
1554948024.84719,833.2600708,25.38461494,1606.886475,919.8901367
1554948024.84816,,,,
1554948024.85109,830.4395752,25.38461494,3.626373529,791.3552856
1554948024.85499,823.1868286,25.38461494,1551.282104,811.9047852
1554948024.85584,,,,
1554948024.85870,,,,
1554948024.85870,,,,
1554948024.85881,,,,
1554948024.85883,,,,
1554948024.85885,,,,
1554948024.85887,,,,
1554948024.85888,,,,
1554948024.85889,825.6043701,25.38461494,1176.153809,946.8864746
1554948024.85890,,,,
1554948024.85891,,,,
1554948024.85893,,,,
1554948024.85895,,,,
1554948024.85897,,,,
1554948024.85898,,,,
1554948024.85899,,,,
1554948024.85900,,,,
1554948024.85900,,,,
1554948024.85901,,,,
1554948024.85904,,,,
1554948024.86278,838.901123,25.38461494,448.8644714,949.7069702
1554948024.86620,,,,
1554948024.86668,837.6923218,24.98168564,0,788.53479
1554948024.87058,836.4835205,25.38461494,42.71062088,733.333313
1554948024.87448,855.0183105,25.38461494,31.4285717,846.1538696
1554948024.87521,,,,
1554948024.87838,848.9743652,25.38461494,23.36996269,872.3442993
1554948024.88228,836.8864746,25.38461494,25.38461494,728.0952148
1554948024.88331,,,,
1554948024.88560,,,,
1554948024.88618,852.1978149,25.38461494,25.38461494,632.600708
1554948024.89008,859.0476074,25.38461494,25.38461494,720.8424683
1554948024.89397,871.5384521,25.38461494,23.36996269,811.5018311
1554948024.89458,,,,
1554948024.89787,867.1062012,25.38461494,34.24908447,713.5897217
1554948024.90177,853.0036621,25.38461494,21.75824165,598.7545776
1554948024.90499,,,,
1554948024.90567,862.6740112,25.38461494,54.39560318,672.0878906
1554948024.90957,861.868103,25.38461494,403.7362671,826.0073242
1554948024.91347,855.0183105,25.38461494,659.1941528,815.5311279
1554948024.91395,,,,
1554948024.91737,854.2124634,25.38461494,707.5457764,696.2637329
1554948024.91846,,,,
1554948024.92127,857.032959,25.38461494,717.2161255,717.6190186
1554948024.92438,,,,
1554948024.92516,857.4359131,25.38461494,842.9304199,855.0183105
1554948024.92906,847.3626099,25.38461494,1224.505493,882.8204956
1554948024.93296,843.333313,25.78754616,1288.571411,768.3883057
1554948024.93332,,,,
1554948024.93686,836.4835205,25.78754616,1240.622681,732.9304199
1554948024.94076,834.4688721,22.96703339,1457.399292,865.0915527
1554948024.94377,,,,
1554948024.94466,840.5128174,42.71062088,18.53479767,948.0952148
1554948024.94856,844.1392212,43.11355209,1576.263794,846.1538696
1554948024.95246,848.1685181,22.16117287,1288.168457,755.0915527
1554948024.95270,,,,
1554948024.95361,,,,
1554948024.95636,836.0805664,33.04029465,1309.926758,856.6300659
1554948024.96005,,,,
1554948024.96005,,,,
1554948024.96016,,,,
1554948024.96019,,,,
1554948024.96020,,,,
1554948024.96022,,,,
1554948024.96023,,,,
1554948024.96025,,,,
1554948024.96025,823.5897217,155.9340668,1532.747192,981.5384521
1554948024.96027,,,,
1554948024.96029,,,,
1554948024.96030,,,,
1554948024.96032,,,,
1554948024.96034,,,,
1554948024.96034,,,,
1554948024.96035,,,,
1554948024.96036,,,,
1554948024.96037,,,,
1554948024.96039,,,,
1554948024.96317,,,,
1554948024.96415,833.6630249,262.3076782,1569.010986,907.8021851
1554948024.96805,827.2161255,224.4322357,1502.93042,789.3406372
1554948024.97195,822.3809814,274.7985229,1575.86084,843.333313
1554948024.97207,,,,
1554948024.97585,838.0952148,521.3919678,2.820512772,975.8974609
1554948024.97975,836.4835205,564.9084473,20.95238113,969.4505615
1554948024.98256,,,,
1554948024.98365,825.6043701,156.7399292,1496.886475,843.333313
1554948024.98755,815.1282349,50.36629868,1473.919434,828.0219727
1554948024.98875,,,,
1554948024.99144,,,,
1554948024.99144,812.3076782,288.4981689,7.252747059,965.4212646
1554948024.99534,814.3223267,379.9633789,14.50549412,1014.578735
1554948024.99924,826.0073242,177.6923065,1541.20874,898.9377441
1554948025.00195,,,,
1554948025.00314,821.9780273,9.267398834,1244.651978,846.1538696
1554948025.00704,809.0842285,32.23443222,1255.934082,961.3919678
1554948025.01081,,,,
1554948025.01094,823.1868286,27.3992672,1369.963379,1032.710571
1554948025.01484,815.934082,24.57875443,1168.095215,919.4871826
1554948025.01874,800.6226807,25.38461494,1079.853516,820.7692261
1554948025.02135,,,,
1554948025.02263,815.5311279,24.98168564,1244.249023,911.4285889
1554948025.02390,,,,
1554948025.02653,819.9633789,26.59340668,1448.937744,1034.72522
1554948025.03018,,,,
1554948025.03043,816.7399292,30.62271118,1413.882813,974.2857056
1554948025.03433,830.8424683,25.78754616,1225.714233,841.7216187
1554948025.03823,828.8278198,39.08424759,1221.282104,876.7765503
1554948025.04074,,,,
1554948025.04213,831.6483765,143.8461609,1370.366333,1008.937744
1554948025.04603,836.8864746,369.8901062,1470.695923,994.0292969
1554948025.04955,,,,
1554948025.04993,813.5164795,453.699646,1369.560425,854.6153564
1554948025.05383,819.9633789,321.5384521,1143.919434,836.4835205
1554948025.05772,830.0366211,545.164856,1293.406616,961.7948608
1554948025.05905,,,,
